feature_hash,n_members,labels,scenarios,sessions,representative,member_ids,member_paths,status
248ad3b1b19d135d84ae,1,1,Chair,2,clip_01293,clip_01293,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_196_resized_keypoints.csv,keep_one_representative
248ef9ef66ddeea786fa,1,1,Bed,1,clip_00193,clip_00193,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0214_keypoints.csv,keep_one_representative
249205ad84d985413c66,1,1,Bed,4,clip_00882,clip_00882,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_4_keypoints_csv/B_M_28_resized_keypoints.csv,keep_one_representative
2498f3e6800606631ecf,1,1,Stand,3,clip_02520,clip_02520,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_177_resized_keypoints.csv,keep_one_representative
24a0915f125c00fbdd22,1,0,Chair,3,clip_04373,clip_04373,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_164_resized_keypoints.csv,keep_one_representative
24afe0725a995efc6da8,1,1,Stand,1,clip_02149,clip_02149,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0218_keypoints.csv,keep_one_representative
24b9c46b0920b3cc3632,1,1,Chair,2,clip_01475,clip_01475,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_400_keypoints.csv,keep_one_representative
24bea00bf6534bedf506,1,0,Chair,3,clip_04349,clip_04349,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_142_keypoints.csv,keep_one_representative
24c00fe063fa8005198e,1,0,Chair,2,clip_04186,clip_04186,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_2_keypoints_csv/C_M_194_resized_keypoints.csv,keep_one_representative
24f6cb8fd34b2e007b2c,1,1,Bed,1,clip_00231,clip_00231,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0256_keypoints.csv,keep_one_representative
25030800aa7ec4b94ba2,1,1,Stand,3,clip_02454,clip_02454,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_113_resized_keypoints.csv,keep_one_representative
2506f1da7f7e72592217,1,0,Stand,2,clip_05266,clip_05266,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_86_keypoints.csv,keep_one_representative
250e1d744959aea2dff8,1,0,Stand,2,clip_05159,clip_05159,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_185_resized_keypoints.csv,keep_one_representative
250ed4c6dedaa8651606,1,1,Stand,2,clip_02275,clip_02275,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_171_resized_keypoints.csv,keep_one_representative
2511d73ab896937a9211,1,1,Chair,2,clip_01411,clip_01411,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_343_resized_keypoints.csv,keep_one_representative
25155b9949baa56dd425,1,1,Bed,2,clip_00339,clip_00339,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_292_resized_keypoints.csv,keep_one_representative
251baae1e2706ebde48b,1,0,Stand,3,clip_05725,clip_05725,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_552_resized_keypoints.csv,keep_one_representative
25253c351a631c5a545b,1,0,Bed,3,clip_03575,clip_03575,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_45_keypoints.csv,keep_one_representative
252c06110650688c99bc,1,1,Bed,1,clip_00208,clip_00208,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0233_keypoints.csv,keep_one_representative
253b7a07b11c67df202e,1,0,Chair,1,clip_03914,clip_03914,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0088_resized_keypoints.csv,keep_one_representative
2544cd7407a8b99c104a,1,1,Bed,1,clip_00177,clip_00177,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0198_keypoints.csv,keep_one_representative
2548007f893e713b2aa9,1,0,Bed,1,clip_03094,clip_03094,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_258_keypoints.csv,keep_one_representative
2564f37a40a57cbf0e76,1,0,Bed,4,clip_03824,clip_03824,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0256_keypoints.csv,keep_one_representative
257a58eda2df7cd25880,1,1,Chair,2,clip_01367,clip_01367,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_286_resized_keypoints.csv,keep_one_representative
25897ddcfb5b19a23b89,1,0,Chair,3,clip_04493,clip_04493,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_301_resized_keypoints.csv,keep_one_representative
258c13fc5ea0441008a1,1,1,Stand,1,clip_02187,clip_02187,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0258_keypoints.csv,keep_one_representative
259870013c51a087febe,1,0,Bed,3,clip_03550,clip_03550,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_215_keypoints.csv,keep_one_representative
2598fbf0983fc4ee92b7,1,1,Bed,4,clip_00844,clip_00844,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_4_keypoints_csv/B_M_188_keypoints.csv,keep_one_representative
259c912132ec4f7bffb8,1,1,Stand,3,clip_02894,clip_02894,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_549_resized_keypoints.csv,keep_one_representative
25a976c0ff96a3e73845,1,1,Stand,3,clip_02683,clip_02683,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_355_resized_keypoints.csv,keep_one_representative
25baabf45bfac4d85ae7,1,0,Stand,3,clip_05690,clip_05690,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_511_resized_keypoints.csv,keep_one_representative
25bf5caa679ee0008c02,1,1,Stand,1,clip_02016,clip_02016,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0083_resized_keypoints.csv,keep_one_representative
25c4fef7bb96eebfbd2d,1,1,Chair,1,clip_01035,clip_01035,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_168_keypoints.csv,keep_one_representative
25cb7b244fb0dc0a49e1,1,1,Chair,3,clip_01717,clip_01717,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_3_keypoints_csv/C_D_0025_keypoints.csv,keep_one_representative
25e72c32d16dbd5366e8,1,0,Stand,2,clip_05080,clip_05080,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_113_keypoints.csv,keep_one_representative
25ea1898027c269b131f,1,1,Bed,2,clip_00261,clip_00261,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_200_resized_keypoints.csv,keep_one_representative
25f3854557e68ceb97ed,1,0,Chair,3,clip_04357,clip_04357,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_14_keypoints.csv,keep_one_representative
260e70c51ccc2fcefdca,1,1,Stand,3,clip_02903,clip_02903,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_557_resized_keypoints.csv,keep_one_representative
261c709dcc4e16128c03,1,1,Chair,3,clip_01853,clip_01853,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_3_keypoints_csv/C_D_0167_resized_keypoints.csv,keep_one_representative
263ebd1dffea097beb57,1,1,Stand,3,clip_02961,clip_02961,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_95_resized_keypoints.csv,keep_one_representative
2644dcfcb1d41a4c167e,1,1,Bed,1,clip_00206,clip_00206,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0230_keypoints.csv,keep_one_representative
2652809a5c62244bb99c,1,0,Bed,3,clip_03529,clip_03529,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_184_resized_keypoints.csv,keep_one_representative
265fd4e233108d1f4655,1,1,Stand,3,clip_02666,clip_02666,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_324_resized_keypoints.csv,keep_one_representative
2665e6ae1dae023018f4,1,0,Stand,2,clip_05178,clip_05178,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_202_keypoints.csv,keep_one_representative
26678eff5a6a063f8165,1,1,Bed,4,clip_00846,clip_00846,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_4_keypoints_csv/B_M_18_resized_keypoints.csv,keep_one_representative
266a14880a77ef5d1b05,1,1,Stand,1,clip_01998,clip_01998,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0060_keypoints.csv,keep_one_representative
2670e0d8e5d5e17139b4,1,0,Chair,1,clip_04007,clip_04007,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0194_keypoints.csv,keep_one_representative
26715bb1de792166fe21,1,0,Stand,3,clip_05333,clip_05333,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_144_keypoints.csv,keep_one_representative
26945a4a0dcbb5ee23d9,1,1,Stand,2,clip_02418,clip_02418,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_87_keypoints.csv,keep_one_representative
26a48bd5dc3574dc9a5a,1,1,Chair,1,clip_01063,clip_01063,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_193_resized_keypoints.csv,keep_one_representative
26b1d79870b1888af6f9,1,0,Bed,3,clip_03554,clip_03554,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_24_resized_keypoints.csv,keep_one_representative
26c15e779737965e3782,1,0,Bed,1,clip_03159,clip_03159,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_360_keypoints.csv,keep_one_representative
26cfcf0cf5790a13afb6,1,1,Chair,2,clip_01646,clip_01646,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_553_resized_keypoints.csv,keep_one_representative
26d0ce4c20d0911f6369,1,0,Bed,1,clip_03006,clip_03006,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_160_resized_keypoints.csv,keep_one_representative
27010181786273ef63bc,1,0,Bed,4,clip_03689,clip_03689,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0075_keypoints.csv,keep_one_representative
27050277e1a86e23e0cc,1,0,Chair,1,clip_04029,clip_04029,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0219_keypoints.csv,keep_one_representative
271adafe6ace75f71b22,1,1,Stand,3,clip_02713,clip_02713,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_382_resized_keypoints.csv,keep_one_representative
274ae6c6ccc4f9eea4d7,1,0,Chair,3,clip_04371,clip_04371,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_162_resized_keypoints.csv,keep_one_representative
277b431f3f6aacc94ffa,1,1,Bed,1,clip_00199,clip_00199,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0220_keypoints.csv,keep_one_representative
27a95d6708a245a07762,1,1,Chair,2,clip_01573,clip_01573,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_486_resized_keypoints.csv,keep_one_representative
27b791fa4b49a07ea77b,1,0,Chair,3,clip_04740,clip_04740,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_55_keypoints.csv,keep_one_representative
27be1db8213ddd9392cf,1,1,Bed,3,clip_00666,clip_00666,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_18_keypoints.csv,keep_one_representative
27d28215cead575cf68a,1,1,Bed,1,clip_00015,clip_00015,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0016_keypoints.csv,keep_one_representative
27de64d14a3f7b9d5dec,1,0,Bed,4,clip_03805,clip_03805,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0237_keypoints.csv,keep_one_representative
27e8a0371f47d22ffa2e,1,0,Bed,3,clip_03590,clip_03590,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_60_keypoints.csv,keep_one_representative
27eb79bb44ca0f323d30,1,0,Stand,2,clip_05090,clip_05090,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_122_keypoints.csv,keep_one_representative
27ee8ba42f627b67538a,1,0,Chair,3,clip_04716,clip_04716,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_533_resized_keypoints.csv,keep_one_representative
27f3a14235fcc0a6583f,1,0,Stand,3,clip_05578,clip_05578,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_406_resized_keypoints.csv,keep_one_representative
27f731442a4078f9ac02,1,1,Chair,2,clip_01225,clip_01225,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_134_resized_keypoints.csv,keep_one_representative
27f92980b026d4510d0d,1,1,Stand,3,clip_02515,clip_02515,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_171_keypoints.csv,keep_one_representative
28051fe6d27ac088360f,1,1,Chair,2,clip_01462,clip_01462,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_38_keypoints.csv,keep_one_representative
281299454cbb9fe4cdde,1,1,Bed,2,clip_00304,clip_00304,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_254_keypoints.csv,keep_one_representative
281ba7be9fafe4418cce,1,1,Chair,3,clip_01832,clip_01832,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_3_keypoints_csv/C_D_0145_keypoints.csv,keep_one_representative
28207fba1e582e443602,1,0,Chair,3,clip_04577,clip_04577,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_395_resized_keypoints.csv,keep_one_representative
2829c350987f6cd2ff38,1,1,Bed,2,clip_00322,clip_00322,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_272_resized_keypoints.csv,keep_one_representative
28348f269580c82a1c3c,1,1,Chair,2,clip_01188,clip_01188,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_100_resized_keypoints.csv,keep_one_representative
2843b66e688cf22b61cf,1,1,Stand,3,clip_02778,clip_02778,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_442_keypoints.csv,keep_one_representative
285aaeac1457981c7cd3,1,1,Stand,1,clip_02031,clip_02031,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0098_keypoints.csv,keep_one_representative
286ecff3c6fcd32aad79,1,1,Bed,1,clip_00174,clip_00174,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0195_keypoints.csv,keep_one_representative
2874796a7c99386902f5,1,1,Chair,2,clip_01620,clip_01620,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_52_keypoints.csv,keep_one_representative
2879d5557ca2269bbd88,1,0,Chair,3,clip_04601,clip_04601,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_417_keypoints.csv,keep_one_representative
287d24d06deaa4850a41,1,0,Bed,3,clip_03569,clip_03569,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_39_keypoints.csv,keep_one_representative
287fe77e631e1835ca77,1,0,Stand,3,clip_05341,clip_05341,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_151_keypoints.csv,keep_one_representative
2887f3eae07d2f1a8bc2,1,1,Chair,2,clip_01385,clip_01385,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_302_resized_keypoints.csv,keep_one_representative
2899d207304f280942be,1,1,Chair,2,clip_01611,clip_01611,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_520_keypoints.csv,keep_one_representative
28a7a2b3f6327829f44c,1,0,Stand,3,clip_05708,clip_05708,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_530_resized_keypoints.csv,keep_one_representative
28aeb612ec769bea2d7e,1,1,Stand,1,clip_02139,clip_02139,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0208_keypoints.csv,keep_one_representative
28d4e2a3715ba7a4dffe,1,0,Stand,1,clip_04853,clip_04853,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0045_keypoints.csv,keep_one_representative
28df2a9d4c62c8be6f12,1,1,Stand,2,clip_02285,clip_02285,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_180_resized_keypoints.csv,keep_one_representative
28eb3e34105140af3b54,1,0,Chair,2,clip_04251,clip_04251,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_2_keypoints_csv/C_M_55_keypoints.csv,keep_one_representative
28ee8ba7d6dea9a987ac,1,1,Bed,4,clip_00803,clip_00803,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_4_keypoints_csv/B_M_150_keypoints.csv,keep_one_representative
291d35b328d489851ef6,1,0,Stand,1,clip_04791,clip_04791,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/B_D_0083_keypoints.csv,keep_one_representative
2945b347b562f29489c8,1,0,Stand,3,clip_05318,clip_05318,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_129_resized_keypoints.csv,keep_one_representative
294c92003e599b0f2880,1,1,Stand,1,clip_02077,clip_02077,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0144_keypoints.csv,keep_one_representative
2959efb52cede6b259f5,1,1,Bed,1,clip_00093,clip_00093,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0098_keypoints.csv,keep_one_representative
295f094e4db804c01d27,1,0,Bed,1,clip_03284,clip_03284,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_488_keypoints.csv,keep_one_representative
29621e040e4d20eba333,1,0,Stand,1,clip_04948,clip_04948,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0146_resized_keypoints.csv,keep_one_representative
29673992be77b550ac0b,1,1,Chair,2,clip_01538,clip_01538,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_454_resized_keypoints.csv,keep_one_representative
297d7a2c850cdb22dfe5,1,0,Bed,1,clip_03108,clip_03108,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_272_resized_keypoints.csv,keep_one_representative
2984cb2383e2852e30e1,1,1,Chair,1,clip_01007,clip_01007,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_142_keypoints.csv,keep_one_representative
299e5c6ebd9613909ead,1,0,Bed,4,clip_03811,clip_03811,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0243_keypoints.csv,keep_one_representative
