row_index,clip_id,split,label,scenario,session_id,n_frames,feature_hash,seq_hash,raw_hash,source_folder,filename,path
1314,clip_03598,val,0,Bed,3,30,3e9c7f5ca3ab0d3a7144,2a318dfc71b3d651493f,caac925d05098218534a,nf_mask_b_3_ketpoints_csv,B_M_68_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_68_keypoints.csv
1315,clip_03696,train,0,Bed,4,13,3e9f4e7fc97d5afc5406,8f12a2a0cea84c44c230,690a7e3233e267794cfa,nf_mask_b_4_ketpoints_csv,B_D_0093_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0093_resized_keypoints.csv
1316,clip_03951,val,0,Chair,1,90,3ea7504f908302c5a75b,bc88714105126d17d4e2,9e248d2905015742869c,nf_mask_c_1_keypoints_csv,C_D_0130_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0130_resized_keypoints.csv
1317,clip_03907,test,0,Chair,1,90,3ea77fb64b1a243b9717,153f25f96066d6909a1f,2600881df7732bd49de5,nf_mask_c_1_keypoints_csv,C_D_0081_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0081_keypoints.csv
1318,clip_02314,train,1,Stand,2,96,3eae3e9d79914e7be05d,354eead82c351a56d7c2,1eb6a878a1987cff6dd2,f_mask_s_2_keypoints_csv,S_M_207_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_207_resized_keypoints.csv
1319,clip_05116,train,0,Stand,2,208,3eb0a1e836b8859ffb8e,9ec20b8719b6791b5a74,661214091261b8c99b0d,nf_mask_s_2_keypoints_csv,S_M_146_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_146_resized_keypoints.csv
1320,clip_01360,test,1,Chair,2,16,3eb6e1492db65d561013,ac22f6683346ac5541d5,61c837bdf78d5a3903ca,f_mask_c_2_keypoints_csv,C_N_27_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_27_keypoints.csv
1321,clip_03463,test,0,Bed,3,149,3ec1571d468909cc5a6c,11665fe13253c410b694,c24e7e9c8d813be0530a,nf_mask_b_3_ketpoints_csv,B_M_124_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_124_keypoints.csv
1322,clip_03361,test,0,Bed,2,67,3ed20b187babb159bdc1,b1ed84e65c9d434b05ab,1e8f29ffdc923cad91ea,nf_mask_b_2_ketpoints_csv,B_N_26_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_2_ketpoints_csv/B_N_26_keypoints.csv
1323,clip_02823,test,1,Stand,3,75,3ef35a3f1806bde98ff2,2c9568e163b9c04b1044,0e7e5148d8b882230b09,f_mask_s_3_keypoints_csv,S_N_484_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_484_resized_keypoints.csv
1324,clip_00120,train,1,Bed,1,14,3ef5bb69789ac6d5f2bd,42a11818591ec5581f7a,56ea29a6681e8eedb441,f_mask_b_1_keypoints_csv,B_D_0131_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0131_resized_keypoints.csv
1325,clip_04635,train,0,Chair,3,144,3f05f5f6971148e6d304,06c3d60f67238e2ca2f2,a3911f748b09c6922cad,nf_mask_c_3_keypoints_csv,C_N_448_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_448_resized_keypoints.csv
1326,clip_04651,test,0,Chair,3,30,3f1886d2dbdd7ab789a0,7f81e3e1af8083933cae,c29dae202e2736f6e2fc,nf_mask_c_3_keypoints_csv,C_N_463_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_463_resized_keypoints.csv
1327,clip_05160,train,0,Stand,2,72,3f1930fb3f56d2ddd744,140d09e9f1dc41305d2c,995f3b8d13bbca9f6308,nf_mask_s_2_keypoints_csv,S_M_186_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_186_resized_keypoints.csv
1328,clip_02921,test,1,Stand,3,90,3f1c22262feb593b72a6,292a031a8deeb2190989,4d9decfac4c8befa2719,f_mask_s_3_keypoints_csv,S_N_573_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_573_resized_keypoints.csv
1329,clip_00792,val,1,Bed,4,91,3f23ec3feb6cb8d08c3c,bb452124fc0ba4f405e9,6175a6d7c09b3652d549,f_mask_b_4_keypoints_csv,B_M_140_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_4_keypoints_csv/B_M_140_keypoints.csv
1330,clip_03729,test,0,Bed,4,116,3f432c3d756557e13889,e2ab6aec8e7cc22fb8d2,dc89721080ffd82fbe2d,nf_mask_b_4_ketpoints_csv,B_D_0151_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0151_keypoints.csv
1331,clip_04038,test,0,Chair,1,150,3f44c8bc47dc0ef22f8c,34f7ce84a8f3e51bd9e1,f24a29ef3df1defca146,nf_mask_c_1_keypoints_csv,C_D_0229_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0229_keypoints.csv
1332,clip_03186,val,0,Bed,1,157,3f49c2a819ab213e95a2,16f3c98e64a316759f03,61ede48e22645aefbcdd,nf_mask_b_1_ketpoints_csv,B_N_387_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_387_keypoints.csv
1333,clip_05448,val,0,Stand,3,60,3f529f88b561aabcdd56,431abd88772d9a8c7eba,f2aca63cdb3cb1ef2382,nf_mask_s_3_keypoints_csv,S_N_254_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_254_resized_keypoints.csv
1334,clip_02897,train,1,Stand,3,60,3f5f92e83b25018c7038,adada72ff735d9cc63e1,340a6c46f1b8c1c70516,f_mask_s_3_keypoints_csv,S_N_551_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_551_resized_keypoints.csv
1335,clip_02650,train,1,Stand,3,42,3f69f85cb97807e049f5,14a1ef66a3c39588a75d,b338242662e2a4d8e89b,f_mask_s_3_keypoints_csv,S_N_30_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_30_keypoints.csv
1336,clip_03508,train,0,Bed,3,119,3f8425b5993a78b8bf8f,f742024155920f30a011,fa868e53938189377ed7,nf_mask_b_3_ketpoints_csv,B_M_165_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_165_keypoints.csv
1337,clip_02225,test,1,Stand,2,78,3f93b614ae876f8d498b,b93220b5897e22d2bbbf,02a33b822b0084111fe1,f_mask_s_2_keypoints_csv,S_M_126_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_126_keypoints.csv
1338,clip_02150,train,1,Stand,1,557,3f9f6797ecfd4f7ec60b,859c4fb5ce4f9858a9db,54f522ece2e91f74eace,f_mask_s_1_keypoints_csv,S_D_0219_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0219_keypoints.csv
1339,clip_02719,train,1,Stand,3,36,3fbd81221a5cf5ee82c8,53883fc8c4fa7ae17b6f,5864d01b2455880f2106,f_mask_s_3_keypoints_csv,S_N_389_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_389_resized_keypoints.csv
1340,clip_03341,train,0,Bed,2,90,3fcf51b06d6b0eae1cc5,7073d9bba27deb751ea5,13da06cbbdf0f85085be,nf_mask_b_2_ketpoints_csv,B_N_110_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_2_ketpoints_csv/B_N_110_resized_keypoints.csv
1341,clip_05048,test,0,Stand,1,120,3fd2ce452b1b855f90e3,509af156977fbacc92f0,08ba95562110b2944190,nf_mask_s_1_keypoints_csv,S_D_0250_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0250_keypoints.csv
1342,clip_02815,train,1,Stand,3,150,3fd7351a4eb4eb0309ac,fb992467129c252e5f63,fcb7f331b2664c8b25f2,f_mask_s_3_keypoints_csv,S_N_477_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_477_resized_keypoints.csv
1343,clip_04838,test,0,Stand,1,148,3fd7ad66ded944878015,0090a9709157c8edce12,f765f8c6771d0855e5ee,nf_mask_s_1_keypoints_csv,S_D_0030_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0030_resized_keypoints.csv
1344,clip_00556,train,1,Bed,2,60,3ff0fda47beacea3a677,e386104ef62aa64e5f01,f15758da2e0bc5ad2952,f_mask_b_2_keypoints_csv,B_N_532_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_532_keypoints.csv
1345,clip_03538,test,0,Bed,3,30,3ff51ada9d34cdba2d1f,d8e532ff1c9512733133,e8e5390c1242afa24f5a,nf_mask_b_3_ketpoints_csv,B_M_202_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_202_keypoints.csv
1346,clip_02282,test,1,Stand,2,60,3ffddad3817957daff13,f1c94ab979850cb96692,d3f44f2283d8ef9458ea,f_mask_s_2_keypoints_csv,S_M_178_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_178_resized_keypoints.csv
1347,clip_01029,train,1,Chair,1,48,4012ac1ca6e9a731e129,e66a47259575deb66963,af3ebcb66ca5874992e9,f_mask_c_1_keypoints_csv,C_M_162_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_1_keypoints_csv/C_M_162_resized_keypoints.csv
1348,clip_01605,train,1,Chair,2,49,402a1da92b82b5449eb1,e9277aac0c5284f29044,edb41a3a03ad1518c482,f_mask_c_2_keypoints_csv,C_N_515_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_515_keypoints.csv
1349,clip_03556,train,0,Bed,3,90,40336c0312b9d5c55e9a,1ae68ef2ee16a5845642,c3a165b27fe99a9a5844,nf_mask_b_3_ketpoints_csv,B_M_26_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_26_resized_keypoints.csv
1350,clip_01464,val,1,Chair,2,27,405b431cf1deb6d4c665,10679b11649106bcaa75,a67d9dad6f4592defa93,f_mask_c_2_keypoints_csv,C_N_391_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_391_resized_keypoints.csv
1351,clip_04231,train,0,Chair,2,150,406ad65588cc3bf724db,346962886247dbe35149,a49c3d418436a2cfd7e8,nf_mask_c_2_keypoints_csv,C_M_35_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_2_keypoints_csv/C_M_35_resized_keypoints.csv
1352,clip_02351,train,1,Stand,2,75,406d312d1baa7203ad12,065b8be1928e2dda3185,0455899d93a3c71c39b2,f_mask_s_2_keypoints_csv,S_M_246_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_2_keypoints_csv/S_M_246_keypoints.csv
1353,clip_03243,test,0,Bed,1,39,406db203e2ba0e4cd55f,424239d4c20b618c6f2e,6d7d9883f18446a1e8dd,nf_mask_b_1_ketpoints_csv,B_N_444_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_444_keypoints.csv
1354,clip_02110,train,1,Stand,1,82,407092aa1dd29cb15d44,0a996810641b1c08fa0b,df7db133f44184f1b7cd,f_mask_s_1_keypoints_csv,S_D_0178_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0178_keypoints.csv
1355,clip_04352,train,0,Chair,3,93,4075795a673c37641546,7b14545d6b69d849a175,851171e6b9903b519dfe,nf_mask_c_3_keypoints_csv,C_N_145_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_145_keypoints.csv
1356,clip_00047,train,1,Bed,1,119,407632cd1146fd1e2367,24de28b2b597426afe24,21085f921f31776a9440,f_mask_b_1_keypoints_csv,B_D_0049_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0049_keypoints.csv
1357,clip_04675,test,0,Chair,3,89,40854144300bf5bf71ad,51d03fecd2686297d8ca,ba8998215db9761664d5,nf_mask_c_3_keypoints_csv,C_N_486_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_486_resized_keypoints.csv
1358,clip_00284,train,1,Bed,2,90,40879cdfbdce574fc5d3,42fb87c50c8d7b37ff35,58091d5a11899fd30838,f_mask_b_2_keypoints_csv,B_N_223_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_223_keypoints.csv
1359,clip_02980,val,0,Bed,1,60,4088288d065f837be4de,c30b91de1c5c563f03d6,79b7998f52cd138f05d5,nf_mask_b_1_ketpoints_csv,B_N_129_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_129_keypoints.csv
1360,clip_01484,test,1,Chair,2,46,4091e9fcb4392903d4da,7e977adc8bfecbc105e7,998c5a2297f2368480dc,f_mask_c_2_keypoints_csv,C_N_409_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_409_keypoints.csv
1361,clip_03092,train,0,Bed,1,60,4095cf8e2d71b60385d1,b17f9935caabff140d5c,214bd91055d680d8613e,nf_mask_b_1_ketpoints_csv,B_N_256_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_256_keypoints.csv
1362,clip_04803,train,0,Stand,1,90,40a7fc311df2ab345f4f,934332ed502ecb9fb7d6,2c3e3614a4773f841623,nf_mask_s_1_keypoints_csv,B_D_0132_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/B_D_0132_resized_keypoints.csv
1363,clip_01593,test,1,Chair,2,77,40aaa6dd5bddef773d62,d0ed69627dcb20c141a8,af9948e443b45a9f7833,f_mask_c_2_keypoints_csv,C_N_504_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_504_keypoints.csv
1364,clip_02636,train,1,Stand,3,85,40b02bd3b2de176c297f,5dd5eaf76d51bdcb2fd0,8b78b1c015f21413bfea,f_mask_s_3_keypoints_csv,S_N_297_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_297_resized_keypoints.csv
1365,clip_00696,test,1,Bed,3,72,40c1cf59a3949034f118,341983e383786c58bc8f,9112a48669d3aa3def68,f_mask_b_3_keypoints_csv,B_N_52_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_52_resized_keypoints.csv
1366,clip_02976,train,0,Bed,1,91,40c3c1310c607c823ec4,5d5143cae9a369e3126a,4223f7f3083ea03a7d21,nf_mask_b_1_ketpoints_csv,B_N_125_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_125_keypoints.csv
1367,clip_02592,test,1,Stand,3,42,40d383510e723c3b3916,26f7c18669c173c9bc8b,66c11b9c80b6dac2d096,f_mask_s_3_keypoints_csv,S_N_242_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_3_keypoints_csv/S_N_242_resized_keypoints.csv
1368,clip_01227,train,1,Chair,2,86,40ead225eb683b6a04b2,37e43c585120520340e1,4c8064d76f7bb24b0532,f_mask_c_2_keypoints_csv,C_N_136_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_c_2_keypoints_csv/C_N_136_keypoints.csv
1369,clip_00258,train,1,Bed,2,90,40ec137960a1094358ee,7da4a606d7976bac6fc6,5fae782baf0a4d6dcd06,f_mask_b_2_keypoints_csv,B_N_197_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_197_resized_keypoints.csv
1370,clip_03957,train,0,Chair,1,90,4106d577d341a286f4f6,a89cdab343c75a0de6ca,fbe7fb3c5fdb33e1fba9,nf_mask_c_1_keypoints_csv,C_D_0136_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0136_resized_keypoints.csv
1371,clip_04351,train,0,Chair,3,90,4108f3eeec3271f1e011,9b83110784b5c3352e58,c895c03d404969e3a37c,nf_mask_c_3_keypoints_csv,C_N_144_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_144_keypoints.csv
1372,clip_03993,train,0,Chair,1,240,4127f211e0c2a4d9e396,d060c7e877447b42d851,f10636d4449ca7bc34c6,nf_mask_c_1_keypoints_csv,C_D_0174_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0174_keypoints.csv
1373,clip_03622,train,0,Bed,3,300,412eab36830681a9dcc5,e52f5824d0ae856eb977,326efbb2c232084537f4,nf_mask_b_3_ketpoints_csv,B_M_95_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_3_ketpoints_csv/B_M_95_keypoints.csv
1374,clip_03658,test,0,Bed,4,86,4132fc96d5fc7ab2b49c,675c44f3a0afe88ca270,480c751c6473313e66e7,nf_mask_b_4_ketpoints_csv,B_D_0035_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_4_ketpoints_csv/B_D_0035_keypoints.csv
1375,clip_03994,train,0,Chair,1,240,4133d3939547633321b3,8fa5b6ff07bd1dbec12c,8fd49a0de0c82e20e82d,nf_mask_c_1_keypoints_csv,C_D_0175_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_1_keypoints_csv/C_D_0175_keypoints.csv
1376,clip_01996,train,1,Stand,1,89,41383c2ddfe182b518b8,c6769e21649f0121f4de,25d15c500208df8c782c,f_mask_s_1_keypoints_csv,S_D_0058_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0058_keypoints.csv
1377,clip_00039,train,1,Bed,1,120,413fe8d321b057e5d9f6,b599c464be49947c1bbc,291643933cef504a2157,f_mask_b_1_keypoints_csv,B_D_0040_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_1_keypoints_csv/B_D_0040_keypoints.csv
1378,clip_02022,test,1,Stand,1,69,4143921951c2ad4bc472,cf17064a3bffe58115bc,3e78a58fc31d953b2aec,f_mask_s_1_keypoints_csv,S_D_0089_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_s_1_keypoints_csv/S_D_0089_resized_keypoints.csv
1379,clip_04919,train,0,Stand,1,120,414a62c7ce69e86ae302,c748434cb1d2db9ad281,b37f0dc1ab707c7f6b49,nf_mask_s_1_keypoints_csv,S_D_0117_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_1_keypoints_csv/S_D_0117_keypoints.csv
1380,clip_05093,val,0,Stand,2,116,415af18e0a0f926d4d8e,bfeca1970feda2e57979,8d74e50f7ed8d0561317,nf_mask_s_2_keypoints_csv,S_M_125_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_2_keypoints_csv/S_M_125_keypoints.csv
1381,clip_04721,val,0,Chair,3,120,4166db346ccc09185522,fd00c54252b079b98dfd,d72c284487cf3a686531,nf_mask_c_3_keypoints_csv,C_N_538_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_c_3_keypoints_csv/C_N_538_resized_keypoints.csv
1382,clip_05516,test,0,Stand,3,60,41719885f4b78060ba9c,d6f4ee5de91e0ca6b1f6,7a8958c8decb0c2366fb,nf_mask_s_3_keypoints_csv,S_N_330_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_330_resized_keypoints.csv
1383,clip_03236,train,0,Bed,1,241,417e0ef64456e52bd927,f2f286d53de9ffb531c9,6ddc1a06fceabe32952d,nf_mask_b_1_ketpoints_csv,B_N_437_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_b_1_ketpoints_csv/B_N_437_keypoints.csv
1384,clip_00682,val,1,Bed,3,55,418567180306c56106d6,1998867941653b40abc3,d0843fd84222d8d973f1,f_mask_b_3_keypoints_csv,B_N_36_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_3_keypoints_csv/B_N_36_keypoints.csv
1385,clip_05443,train,0,Stand,3,75,41898d9b366214a27130,36defc491fb677f44fff,4b1b5a6c91688a1bd3ba,nf_mask_s_3_keypoints_csv,S_N_24_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/nf_mask_s_3_keypoints_csv/S_N_24_keypoints.csv
1386,clip_00500,train,1,Bed,2,65,4198c542814269620092,be2d6dad2c69d301a715,c06b9721d893c035cf4e,f_mask_b_2_keypoints_csv,B_N_476_resized_keypoints.csv,/Users/rudrachopra/Documents/Codex/2026-06-10/files-mentioned-by-the-user-paper/work/revised_paper/data/fallvision_extracted/f_mask_b_2_keypoints_csv/B_N_476_resized_keypoints.csv
